[Cu]CCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-6.932847861446593,0.735295832157135,5.484228610992432
[Cu]CCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-6.381536546161621,0.7007462382316589,5.452094554901123
[Cu]CCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-6.026226640207376,0.6896453499794006,5.619941711425781
[Cu]CCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.7381702907102685,0.6643567681312561,5.480945110321045
[Cu]CCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.590062453386093,0.6634808778762817,5.614261627197266
[Cu]CCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.463059133780154,0.6624982357025146,5.724670886993408
[Cu]CCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.374052354191454,0.6627069115638733,5.817201614379883
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.334252077023518,0.6651963591575623,5.899041652679443
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.293420180397794,0.63741135597229,5.470663070678711
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.235118404298889,0.6383805871009827,5.545332431793213
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.179579315645929,0.6390395760536194,5.611999988555908
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.130667189574691,0.6396758556365967,5.671657085418701
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.096389536150888,0.6408585906028748,5.725907802581787
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.115203369236408,0.6452354788780212,5.781007289886475
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.165851992988761,0.6514604091644287,5.835480213165283
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.212666097021254,0.6571921706199646,5.8854594230651855
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.261531026910266,0.6628604531288147,5.932315826416016
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.310699167593485,0.6683760285377502,5.976290225982666
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.355980049835175,0.6734733581542969,6.017088890075684
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.397992099285737,0.6782023906707764,6.05493688583374
