[Cu]CCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-6.8374934674303685,0.68023681640625,4.649791240692139
[Cu]CCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.88191327201838,0.6333644390106201,4.813828945159912
[Cu]CCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.534892329397524,0.6304724812507629,5.11201286315918
[Cu]CCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.433633748772119,0.62325119972229,5.091324329376221
[Cu]CCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.289807927619577,0.6246649622917175,5.259024620056152
[Cu]CCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.193987222125202,0.6275019645690918,5.402754306793213
[Cu]CCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.113485149931014,0.6297942399978638,5.521966457366943
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.068015311739384,0.6330727338790894,5.622800827026367
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.150042313663159,0.6167261004447937,5.264725208282471
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.100910352903156,0.6189242601394653,5.350977897644043
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.052888019076736,0.6206403374671936,5.427979946136475
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.01059506029949,0.6222217082977295,5.496977806091309
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-4.974528097848479,0.6237798929214478,5.5593581199646
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.001188014863853,0.6290932893753052,5.622426509857178
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.056744953602831,0.6360225677490234,5.68388557434082
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.108129447609025,0.6424002647399902,5.7402024269104
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.156489590792157,0.648333728313446,5.792041778564453
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.201079693801205,0.6538047790527344,5.839842319488525
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.249846802258347,0.6593896746635437,5.885388374328613
[Cu]CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCOC(=O)O[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],5.0,0.5,25,-5.295916864811566,0.6646337509155273,5.927875995635986
